File Version,Model,Hardware Type,Data Logger Name,Serial Number,Sample Rate,Total Alarms
2,EL-SIE-2,2,Jean-Paul,244de2045df784e4,900,0,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold

Reading,Date / Time (UTC),Temperature (°C),Humidity (%RH),Dew Point (°C),
1700,2021/05/22 05:30:02,23.23,39.3,8.62,
1701,2021/05/22 05:45:02,23.36,38.9,8.59,
1702,2021/05/22 06:00:02,23.29,39.1,8.60,
1703,2021/05/22 06:15:02,23.25,39.1,8.56,
1704,2021/05/22 06:30:02,23.33,39.0,8.60,
1705,2021/05/22 06:45:02,23.40,38.7,8.54,
1706,2021/05/22 07:00:02,23.39,38.7,8.54,
1707,2021/05/22 07:15:02,23.45,38.5,8.51,
1708,2021/05/22 07:30:02,23.29,38.7,8.45,
1709,2021/05/22 07:45:02,23.23,38.8,8.43,
1710,2021/05/22 08:00:02,23.29,38.7,8.45,
1711,2021/05/22 08:15:02,23.22,38.8,8.42,
1712,2021/05/22 08:30:02,23.21,39.0,8.49,
1713,2021/05/22 08:45:02,23.14,39.1,8.46,
1714,2021/05/22 09:00:02,23.15,39.1,8.47,
1715,2021/05/22 09:15:02,23.32,38.8,8.51,
1716,2021/05/22 09:30:02,23.18,39.1,8.50,
1717,2021/05/22 09:45:02,23.19,39.0,8.47,
1718,2021/05/22 10:00:02,23.08,39.3,8.49,
1719,2021/05/22 10:15:02,23.15,39.2,8.51,
1720,2021/05/22 10:30:02,23.21,39.1,8.53,
1721,2021/05/22 10:45:02,23.11,39.3,8.51,
1722,2021/05/22 11:00:02,23.18,39.1,8.50,
1723,2021/05/22 11:15:02,23.25,38.9,8.49,
1724,2021/05/22 11:30:02,23.09,39.3,8.49,
1725,2021/05/22 11:45:02,23.33,39.7,8.86,
1726,2021/05/22 12:00:02,23.29,40.1,8.97,
1727,2021/05/22 12:15:02,23.32,40.2,9.04,
1728,2021/05/22 12:30:02,23.30,40.1,8.98,
1729,2021/05/22 12:45:02,23.28,40.2,9.00,
1730,2021/05/22 13:00:02,23.49,39.9,9.08,
1731,2021/05/22 13:15:02,23.35,40.2,9.06,
1732,2021/05/22 13:30:02,23.32,40.1,9.00,
1733,2021/05/22 13:45:02,23.36,39.9,8.96,
1734,2021/05/22 14:00:02,23.39,40.0,9.02,
1735,2021/05/22 14:15:02,23.46,40.1,9.12,
1736,2021/05/22 14:30:02,23.36,40.3,9.11,
1737,2021/05/22 14:45:02,23.42,40.2,9.13,
1738,2021/05/22 15:00:02,23.47,40.0,9.10,
1739,2021/05/22 15:15:02,23.36,40.2,9.07,
1740,2021/05/22 15:30:02,23.35,40.4,9.14,
1741,2021/05/22 15:45:02,23.35,40.4,9.14,
1742,2021/05/22 16:00:02,23.49,40.2,9.19,
1743,2021/05/22 16:15:02,23.39,40.4,9.17,
1744,2021/05/22 16:30:02,23.37,40.4,9.15,
1745,2021/05/22 16:45:02,23.43,40.6,9.28,
1746,2021/05/22 17:00:02,23.49,40.1,9.15,
1747,2021/05/22 17:15:02,23.39,40.2,9.10,
1748,2021/05/22 17:30:02,23.49,40.3,9.22,
1749,2021/05/22 17:45:02,23.50,40.5,9.31,
1750,2021/05/22 18:00:02,24.90,43.0,11.46,
1751,2021/05/22 18:15:02,23.55,38.2,8.49,
1752,2021/05/22 18:30:02,23.42,39.7,8.94,
1753,2021/05/22 18:45:02,23.60,40.4,9.36,
1754,2021/05/22 19:00:02,23.83,40.2,9.49,
1755,2021/05/22 19:15:02,23.88,40.2,9.54,
1756,2021/05/22 19:30:02,23.94,39.9,9.48,
1757,2021/05/22 19:45:02,23.92,39.9,9.46,
1758,2021/05/22 20:00:02,23.81,39.8,9.33,
1759,2021/05/22 20:15:02,23.83,39.6,9.27,
1760,2021/05/22 20:30:02,23.72,39.8,9.24,
1761,2021/05/22 20:45:02,23.53,39.4,8.93,
1762,2021/05/22 21:00:02,23.63,39.2,8.94,
1763,2021/05/22 21:15:02,23.49,39.4,8.89,
1764,2021/05/22 21:30:02,23.47,39.4,8.87,
1765,2021/05/22 21:45:02,23.53,39.4,8.93,
1766,2021/05/22 22:00:02,23.42,39.4,8.83,
1767,2021/05/22 22:15:02,23.37,39.3,8.74,
1768,2021/05/22 22:30:02,23.47,39.2,8.80,
1769,2021/05/22 22:45:02,23.46,39.4,8.86,
1770,2021/05/22 23:00:02,23.36,39.8,8.92,
1771,2021/05/22 23:15:02,23.45,39.5,8.89,
1772,2021/05/22 23:30:02,23.46,39.8,9.01,
1773,2021/05/22 23:45:02,23.52,40.3,9.25,
1774,2021/05/23 00:00:02,23.53,40.6,9.37,
1775,2021/05/23 00:15:02,23.50,40.5,9.31,
1776,2021/05/23 00:30:02,23.49,40.5,9.30,
1777,2021/05/23 00:45:02,23.46,40.2,9.16,
1778,2021/05/23 01:00:02,23.37,40.4,9.15,
1779,2021/05/23 01:15:02,23.56,40.1,9.21,
1780,2021/05/23 01:30:02,23.42,40.4,9.20,
1781,2021/05/23 01:45:02,23.43,40.4,9.21,
1782,2021/05/23 02:00:02,23.32,40.4,9.11,
1783,2021/05/23 02:15:02,23.49,40.3,9.22,
1784,2021/05/23 02:30:02,23.49,40.5,9.30,
1785,2021/05/23 02:45:02,23.33,40.6,9.19,
1786,2021/05/23 03:00:02,23.37,40.3,9.12,
1787,2021/05/23 03:15:02,23.32,40.4,9.11,
1788,2021/05/23 03:30:02,23.32,40.5,9.15,
1789,2021/05/23 03:45:02,23.32,40.7,9.22,
1790,2021/05/23 04:00:02,23.30,40.7,9.20,
1791,2021/05/23 04:15:02,23.40,40.4,9.18,
1792,2021/05/23 04:30:02,23.36,40.5,9.18,
1793,2021/05/23 04:45:02,23.18,40.8,9.13,
1794,2021/05/23 05:00:02,23.43,40.5,9.24,
1795,2021/05/23 05:15:02,23.32,40.4,9.11,
1796,2021/05/23 05:30:02,23.37,40.4,9.15,
1797,2021/05/23 05:45:02,23.35,40.5,9.17,
1798,2021/05/23 06:00:02,23.37,40.4,9.15,
1799,2021/05/23 06:15:02,23.26,40.3,9.02,
1800,2021/05/23 06:30:02,23.25,40.2,8.97,
1801,2021/05/23 06:45:02,23.23,40.3,8.99,
1802,2021/05/23 07:00:02,23.22,40.3,8.98,
1803,2021/05/23 07:15:02,23.23,40.3,8.99,
1804,2021/05/23 07:30:02,23.29,40.1,8.97,
1805,2021/05/23 07:45:02,23.30,40.1,8.98,
1806,2021/05/23 08:00:02,23.16,40.4,8.97,
1807,2021/05/23 08:15:02,23.22,40.2,8.95,
1808,2021/05/23 08:30:02,23.14,40.1,8.84,
1809,2021/05/23 08:45:02,23.23,40.0,8.88,
1810,2021/05/23 09:00:02,23.19,40.0,8.85,
1811,2021/05/23 09:15:02,23.11,40.3,8.88,
1812,2021/05/23 09:30:02,22.96,40.3,8.75,
1813,2021/05/23 09:45:02,23.02,40.3,8.80,
1814,2021/05/23 10:00:02,24.74,40.4,10.38,
1815,2021/05/23 10:15:02,23.42,39.4,8.83,
1816,2021/05/23 10:30:02,23.15,39.8,8.73,
1817,2021/05/23 10:45:02,23.14,40.4,8.95,
1818,2021/05/23 11:00:02,23.37,39.9,8.97,
1819,2021/05/23 11:15:02,23.42,39.9,9.01,
1820,2021/05/23 11:30:02,23.53,39.9,9.11,
1821,2021/05/23 11:45:02,23.57,39.8,9.11,
1822,2021/05/23 12:00:02,23.43,40.3,9.17,
1823,2021/05/23 12:15:02,23.60,40.0,9.21,
1824,2021/05/23 12:30:02,23.52,40.2,9.21,
1825,2021/05/23 12:45:02,23.60,39.7,9.10,
1826,2021/05/23 13:00:02,23.63,39.6,9.09,
1827,2021/05/23 13:15:02,23.47,39.8,9.02,
1828,2021/05/23 13:30:02,23.50,39.7,9.01,
1829,2021/05/23 13:45:02,23.37,39.8,8.93,
1830,2021/05/23 14:00:02,23.36,39.7,8.89,
1831,2021/05/23 14:15:02,23.28,39.8,8.85,
1832,2021/05/23 14:30:02,23.39,39.5,8.84,
1833,2021/05/23 14:45:02,23.29,39.3,8.67,
1834,2021/05/23 15:00:02,23.30,39.4,8.72,
1835,2021/05/23 15:15:02,23.29,39.6,8.79,
1836,2021/05/23 15:30:02,23.28,39.4,8.70,
1837,2021/05/23 15:45:02,23.22,39.5,8.69,
1838,2021/05/23 16:00:02,23.29,39.2,8.64,
1839,2021/05/23 16:15:02,23.22,39.0,8.50,
1840,2021/05/23 16:30:02,23.16,39.1,8.48,
1841,2021/05/23 16:45:02,23.07,39.2,8.44,
1842,2021/05/23 17:00:02,23.23,39.1,8.54,
1843,2021/05/23 17:15:02,23.09,39.3,8.49,
1844,2021/05/23 17:30:02,23.15,39.1,8.47,
1845,2021/05/23 17:45:02,23.04,39.0,8.34,
1846,2021/05/23 18:00:02,23.05,38.9,8.31,
1847,2021/05/23 18:15:02,23.08,39.0,8.37,
1848,2021/05/23 18:30:02,23.04,39.0,8.34,
1849,2021/05/23 18:45:02,23.00,39.3,8.41,
1850,2021/05/23 19:00:02,23.08,40.3,8.86,
1851,2021/05/23 19:15:02,23.19,39.8,8.77,
1852,2021/05/23 19:30:02,23.19,39.5,8.66,
1853,2021/05/23 19:45:02,23.22,39.6,8.72,
1854,2021/05/23 20:00:02,23.18,39.7,8.72,
1855,2021/05/23 20:15:02,23.28,39.4,8.70,
1856,2021/05/23 20:30:02,23.30,39.3,8.68,
1857,2021/05/23 20:45:02,23.19,39.5,8.66,
1858,2021/05/23 21:00:02,23.16,39.5,8.63,
1859,2021/05/23 21:15:02,23.16,39.2,8.52,
1860,2021/05/23 21:30:02,23.14,39.2,8.50,
1861,2021/05/23 21:45:02,23.21,39.0,8.49,
1862,2021/05/23 22:00:02,23.09,39.1,8.42,
1863,2021/05/23 22:15:02,23.26,38.6,8.38,
1864,2021/05/23 22:30:02,23.14,38.6,8.27,
1865,2021/05/23 22:45:02,22.95,38.9,8.22,
1866,2021/05/23 23:00:02,22.91,38.8,8.14,
1867,2021/05/23 23:15:02,22.90,38.7,8.10,
1868,2021/05/23 23:30:02,22.77,38.7,7.98,
1869,2021/05/23 23:45:02,22.78,38.9,8.07,
1870,2021/05/24 00:00:02,22.78,38.8,8.03,
1871,2021/05/24 00:15:02,22.47,38.8,7.75,
1872,2021/05/24 00:30:02,22.53,37.9,7.46,
1873,2021/05/24 00:45:02,22.28,37.8,7.20,
1874,2021/05/24 01:00:02,22.21,37.3,6.94,
1875,2021/05/24 01:15:02,22.06,37.2,6.77,
1876,2021/05/24 01:30:02,21.77,37.2,6.51,
1877,2021/05/24 01:45:02,22.08,36.5,6.51,
1878,2021/05/24 02:00:02,22.83,34.4,6.32,
1879,2021/05/24 02:15:02,21.40,37.3,6.22,
1880,2021/05/24 02:30:02,20.89,37.9,6.00,
1881,2021/05/24 02:45:02,21.22,37.5,6.14,
1882,2021/05/24 03:00:02,21.26,37.3,6.10,
1883,2021/05/24 03:15:02,21.18,37.3,6.03,
1884,2021/05/24 03:30:02,21.04,37.4,5.94,
1885,2021/05/24 03:45:02,21.06,37.2,5.88,
1886,2021/05/24 04:00:02,21.19,37.0,5.92,
1887,2021/05/24 04:15:02,21.25,36.8,5.90,
1888,2021/05/24 04:30:02,21.13,36.8,5.79,
1889,2021/05/24 04:45:02,21.15,36.5,5.69,
1890,2021/05/24 05:00:02,21.16,36.3,5.62,
1891,2021/05/24 05:15:02,21.00,36.5,5.56,
1892,2021/05/24 05:30:02,20.94,36.4,5.46,
1893,2021/05/24 05:45:02,20.98,36.2,5.42,
1894,2021/05/24 06:00:02,20.88,36.2,5.33,
1895,2021/05/24 06:15:02,20.87,36.0,5.24,
1896,2021/05/24 06:30:02,20.88,35.8,5.17,
1897,2021/05/24 06:45:02,20.63,36.0,5.03,
1898,2021/05/24 07:00:02,20.75,35.6,4.97,
1899,2021/05/24 07:15:02,20.68,35.6,4.91,
1900,2021/05/24 07:30:02,20.70,35.5,4.89,
1901,2021/05/24 07:45:02,20.73,35.4,4.88,
1902,2021/05/24 08:00:02,20.70,35.3,4.81,
1903,2021/05/24 08:15:02,20.68,35.4,4.83,
1904,2021/05/24 08:30:02,20.63,35.3,4.75,
1905,2021/05/24 08:45:02,20.57,35.2,4.65,
1906,2021/05/24 09:00:02,20.63,34.9,4.58,
1907,2021/05/24 09:15:02,20.50,35.0,4.51,
1908,2021/05/24 09:30:02,20.61,34.7,4.49,
1909,2021/05/24 09:45:02,20.57,34.6,4.41,
1910,2021/05/24 10:00:02,20.50,34.7,4.39,
1911,2021/05/24 10:15:02,21.11,33.6,4.46,
1912,2021/05/24 10:30:02,20.59,34.4,4.34,
1913,2021/05/24 10:45:02,20.44,34.5,4.25,
1914,2021/05/24 11:00:02,20.50,34.3,4.22,
1915,2021/05/24 11:15:02,20.45,34.3,4.18,
1916,2021/05/24 11:30:02,20.44,34.4,4.21,
1917,2021/05/24 11:45:02,20.40,34.3,4.13,
1918,2021/05/24 12:00:02,20.41,34.3,4.14,
1919,2021/05/24 12:15:02,20.41,34.2,4.10,
1920,2021/05/24 12:30:02,20.43,34.1,4.08,
1921,2021/05/24 12:45:02,20.44,34.1,4.09,
1922,2021/05/24 13:00:02,20.41,34.0,4.02,
1923,2021/05/24 13:15:02,20.44,33.9,4.00,
1924,2021/05/24 13:30:02,20.40,33.8,3.92,
1925,2021/05/24 13:45:02,20.43,33.8,3.95,
1926,2021/05/24 14:00:02,20.44,33.8,3.96,
1927,2021/05/24 14:15:02,20.44,33.7,3.92,
1928,2021/05/24 14:30:02,20.41,33.7,3.89,
1929,2021/05/24 14:45:02,20.47,33.5,3.86,
1930,2021/05/24 15:00:02,20.47,33.5,3.86,
1931,2021/05/24 15:15:02,20.45,33.5,3.84,
1932,2021/05/24 15:30:02,20.45,33.3,3.76,
1933,2021/05/24 15:45:02,20.47,33.3,3.77,
1934,2021/05/24 16:00:02,20.45,33.3,3.76,
1935,2021/05/24 16:15:02,20.40,33.3,3.71,
1936,2021/05/24 16:30:02,20.47,33.3,3.77,
1937,2021/05/24 16:45:02,20.45,33.2,3.71,
1938,2021/05/24 17:00:02,20.43,33.2,3.70,
1939,2021/05/24 17:15:02,20.47,33.1,3.69,
1940,2021/05/24 17:30:02,20.43,33.0,3.61,
1941,2021/05/24 17:45:02,20.55,32.8,3.63,
1942,2021/05/24 18:00:02,20.66,32.1,3.42,
1943,2021/05/24 18:15:02,20.48,31.8,3.13,
1944,2021/05/24 18:30:02,20.36,31.8,3.02,
1945,2021/05/24 18:45:02,20.32,31.8,2.99,
1946,2021/05/24 19:00:02,20.34,31.8,3.01,
1947,2021/05/24 19:15:02,20.40,31.6,2.97,
1948,2021/05/24 19:30:02,20.40,31.6,2.97,
1949,2021/05/24 19:45:02,20.43,31.5,2.95,
1950,2021/05/24 20:00:02,20.43,31.4,2.91,
1951,2021/05/24 20:15:02,20.43,31.4,2.91,
1952,2021/05/24 20:30:02,20.44,31.4,2.92,
1953,2021/05/24 20:45:02,20.43,31.2,2.82,
1954,2021/05/24 21:00:02,20.39,31.2,2.78,
1955,2021/05/24 21:15:02,20.39,31.1,2.74,
1956,2021/05/24 21:30:02,20.40,31.0,2.70,
1957,2021/05/24 21:45:02,20.41,30.8,2.62,
1958,2021/05/24 22:00:02,20.41,30.8,2.62,
1959,2021/05/24 22:15:02,20.34,30.8,2.56,
1960,2021/05/24 22:30:02,20.29,30.8,2.51,
1961,2021/05/24 22:45:02,20.37,30.8,2.58,
1962,2021/05/24 23:00:02,20.33,30.8,2.55,
1963,2021/05/24 23:15:02,20.26,30.9,2.53,
1964,2021/05/24 23:30:02,20.24,31.0,2.56,
1965,2021/05/24 23:45:02,20.22,31.1,2.59,
1966,2021/05/25 00:00:02,20.33,31.1,2.68,
1967,2021/05/25 00:15:02,20.30,31.2,2.70,
1968,2021/05/25 00:30:02,20.33,31.3,2.77,
1969,2021/05/25 00:45:02,20.27,31.4,2.77,
1970,2021/05/25 01:00:02,20.29,31.6,2.88,
1971,2021/05/25 01:15:02,20.30,31.8,2.97,
1972,2021/05/25 01:30:02,20.26,32.0,3.03,
1973,2021/05/25 01:45:02,20.23,32.2,3.09,
1974,2021/05/25 02:00:02,20.30,32.4,3.24,
1975,2021/05/25 02:15:02,20.44,32.4,3.36,
1976,2021/05/25 02:30:02,20.26,32.7,3.33,
1977,2021/05/25 02:45:02,20.23,32.9,3.39,
1978,2021/05/25 03:00:02,20.34,32.9,3.49,
1979,2021/05/25 03:15:02,20.41,32.9,3.55,
1980,2021/05/25 03:30:02,20.51,33.0,3.68,
1981,2021/05/25 03:45:02,20.55,33.0,3.72,
1982,2021/05/25 04:00:02,20.53,33.2,3.78,
1983,2021/05/25 04:15:02,20.54,33.2,3.79,
1984,2021/05/25 04:30:02,20.55,33.3,3.85,
1985,2021/05/25 04:45:02,20.53,33.5,3.91,
1986,2021/05/25 05:00:02,20.48,33.7,3.95,
1987,2021/05/25 05:15:02,20.33,34.0,3.95,
1988,2021/05/25 05:30:02,20.23,34.4,4.03,
1989,2021/05/25 05:45:02,20.19,34.6,4.07,
1990,2021/05/25 06:00:02,20.22,34.7,4.14,
1991,2021/05/25 06:15:02,20.19,34.8,4.16,
1992,2021/05/25 06:30:02,20.20,34.9,4.21,
1993,2021/05/25 06:45:02,20.20,35.1,4.29,
1994,2021/05/25 07:00:02,20.20,35.1,4.29,
1995,2021/05/25 07:15:02,20.19,35.2,4.32,
1996,2021/05/25 07:30:02,20.13,35.4,4.35,
1997,2021/05/25 07:45:02,20.09,35.6,4.39,
1998,2021/05/25 08:00:02,20.08,35.8,4.46,
1999,2021/05/25 08:15:02,20.04,36.0,4.51,
2000,2021/05/25 08:30:02,20.01,36.1,4.52,
2001,2021/05/25 08:45:02,20.02,36.4,4.65,
2002,2021/05/25 09:00:02,19.98,36.5,4.65,
2003,2021/05/25 09:15:02,19.92,36.7,4.68,
2004,2021/05/25 09:30:02,19.91,36.9,4.75,
2005,2021/05/25 09:45:02,20.15,36.6,4.84,
2006,2021/05/25 10:00:02,20.12,37.1,5.01,
2007,2021/05/25 10:15:02,20.02,37.3,5.00,
2008,2021/05/25 10:30:02,20.11,37.5,5.16,
2009,2021/05/25 10:45:02,20.23,37.4,5.22,
2010,2021/05/25 11:00:02,20.30,37.4,5.29,
2011,2021/05/25 11:15:02,20.39,37.4,5.37,
2012,2021/05/25 11:30:02,20.45,37.4,5.42,
2013,2021/05/25 11:45:02,20.44,37.7,5.53,
2014,2021/05/25 12:00:02,20.41,37.9,5.58,
2015,2021/05/25 12:15:02,20.36,38.3,5.68,
2016,2021/05/25 12:30:02,20.36,38.6,5.79,
2017,2021/05/25 12:45:02,20.26,39.2,5.93,
2018,2021/05/25 13:00:02,20.43,39.6,6.23,
2019,2021/05/25 13:15:02,20.44,39.9,6.35,
2020,2021/05/25 13:30:02,20.36,40.8,6.60,
2021,2021/05/25 13:45:02,20.37,41.5,6.86,
2022,2021/05/25 14:00:02,20.40,41.9,7.02,
2023,2021/05/25 14:15:02,20.45,42.4,7.24,
2024,2021/05/25 14:30:02,20.50,42.8,7.42,
2025,2021/05/25 14:45:02,20.53,42.8,7.45,
2026,2021/05/25 15:00:02,20.55,43.3,7.64,
2027,2021/05/25 15:15:02,20.55,43.2,7.61,
2028,2021/05/25 15:30:02,20.57,43.6,7.76,
2029,2021/05/25 15:45:02,20.66,43.7,7.87,
2030,2021/05/25 16:00:02,20.71,43.8,7.95,
2031,2021/05/25 16:15:02,20.75,43.8,7.99,
2032,2021/05/25 16:30:02,20.79,43.4,7.89,
2033,2021/05/25 16:45:02,20.77,43.4,7.87,
2034,2021/05/25 17:00:02,20.82,43.4,7.92,
2035,2021/05/25 17:15:02,20.96,43.6,8.11,
2036,2021/05/25 17:30:02,21.04,43.8,8.25,
2037,2021/05/25 17:45:02,21.22,43.7,8.38,
2038,2021/05/25 18:00:02,21.66,48.7,10.39,
2039,2021/05/25 18:15:02,21.47,42.1,8.06,
2040,2021/05/25 18:30:02,21.20,42.4,7.92,
2041,2021/05/25 18:45:02,21.11,42.6,7.91,
2042,2021/05/25 19:00:02,21.12,43.1,8.09,
2043,2021/05/25 19:15:02,21.15,43.2,8.15,
2044,2021/05/25 19:30:02,21.22,43.3,8.24,
2045,2021/05/25 19:45:02,21.32,43.3,8.34,
2046,2021/05/25 20:00:02,21.40,43.2,8.37,
2047,2021/05/25 20:15:02,21.49,43.4,8.52,
2048,2021/05/25 20:30:02,21.70,43.5,8.75,
2049,2021/05/25 20:45:02,21.84,43.5,8.87,
2050,2021/05/25 21:00:02,21.98,43.7,9.07,
2051,2021/05/25 21:15:02,22.12,43.1,8.99,
2052,2021/05/25 21:30:02,22.11,42.6,8.81,
2053,2021/05/25 21:45:02,22.19,42.9,8.98,
2054,2021/05/25 22:00:02,22.29,42.3,8.87,
2055,2021/05/25 22:15:02,22.35,41.8,8.74,
2056,2021/05/25 22:30:02,22.50,41.3,8.70,
2057,2021/05/25 22:45:02,22.56,41.0,8.65,
2058,2021/05/25 23:00:02,22.56,41.0,8.65,
2059,2021/05/25 23:15:02,22.59,41.3,8.78,
2060,2021/05/25 23:30:02,22.75,41.6,9.03,
2061,2021/05/25 23:45:02,22.81,40.8,8.80,
2062,2021/05/26 00:00:02,22.84,40.8,8.82,
2063,2021/05/26 00:15:02,22.88,40.8,8.86,
2064,2021/05/26 00:30:02,23.02,41.2,9.13,
2065,2021/05/26 00:45:02,23.12,40.9,9.11,
2066,2021/05/26 01:00:02,23.16,40.8,9.11,
2067,2021/05/26 01:15:02,23.15,40.8,9.10,
2068,2021/05/26 01:30:02,23.25,40.5,9.08,
2069,2021/05/26 01:45:02,23.64,40.0,9.25,
2070,2021/05/26 02:00:02,23.49,39.2,8.81,
2071,2021/05/26 02:15:02,23.30,39.4,8.72,
2072,2021/05/26 02:30:02,23.29,40.3,9.05,
2073,2021/05/26 02:45:02,23.35,39.9,8.95,
2074,2021/05/26 03:00:02,23.45,39.8,9.00,
2075,2021/05/26 03:15:02,23.45,39.7,8.97,
2076,2021/05/26 03:30:02,23.45,39.5,8.89,
2077,2021/05/26 03:45:02,23.43,39.5,8.87,
2078,2021/05/26 04:00:02,23.42,39.5,8.87,
2079,2021/05/26 04:15:02,23.43,39.5,8.87,
2080,2021/05/26 04:30:02,23.40,39.6,8.88,
2081,2021/05/26 04:45:02,23.37,39.7,8.89,
2082,2021/05/26 05:00:02,23.40,39.6,8.88,
2083,2021/05/26 05:15:02,23.40,39.4,8.81,
2084,2021/05/26 05:30:02,23.37,39.4,8.78,
2085,2021/05/26 05:45:02,23.40,39.4,8.81,
2086,2021/05/26 06:00:02,23.36,39.4,8.77,
2087,2021/05/26 06:15:02,23.35,39.5,8.80,
2088,2021/05/26 06:30:02,23.36,39.4,8.77,
2089,2021/05/26 06:45:02,23.33,39.3,8.71,
2090,2021/05/26 07:00:02,23.32,39.4,8.74,
2091,2021/05/26 07:15:02,23.26,39.5,8.72,
2092,2021/05/26 07:30:02,23.29,39.4,8.71,
2093,2021/05/26 07:45:02,23.30,39.4,8.72,
2094,2021/05/26 08:00:02,23.29,39.4,8.71,
2095,2021/05/26 08:15:02,23.25,39.5,8.71,
2096,2021/05/26 08:30:02,23.23,39.5,8.70,
2097,2021/05/26 08:45:02,23.18,39.6,8.69,
2098,2021/05/26 09:00:02,23.15,39.5,8.62,
2099,2021/05/26 09:15:02,23.19,39.4,8.62,
2100,2021/05/26 09:30:02,23.15,39.8,8.73,
2101,2021/05/26 09:45:02,23.25,40.0,8.90,
2102,2021/05/26 10:00:02,23.66,43.2,10.41,
2103,2021/05/26 10:15:02,22.96,40.0,8.64,
2104,2021/05/26 10:30:02,22.67,40.5,8.56,
2105,2021/05/26 10:45:02,22.84,40.3,8.64,
2106,2021/05/26 11:00:02,23.09,39.8,8.68,
2107,2021/05/26 11:15:02,23.22,39.7,8.76,
2108,2021/05/26 11:30:02,23.28,39.6,8.78,
2109,2021/05/26 11:45:02,23.37,39.7,8.89,
2110,2021/05/26 12:00:02,23.37,39.9,8.97,
2111,2021/05/26 12:15:02,23.43,40.0,9.06,
2112,2021/05/26 12:30:02,23.52,40.1,9.18,
2113,2021/05/26 12:45:02,23.80,45.6,11.36,
2114,2021/05/26 13:00:02,23.33,39.1,8.63,
2115,2021/05/26 13:15:02,22.84,40.4,8.68,
2116,2021/05/26 13:30:02,22.74,41.6,9.02,
2117,2021/05/26 13:45:02,23.07,40.8,9.03,
2118,2021/05/26 14:00:02,23.23,40.3,8.99,
2119,2021/05/26 14:15:02,23.28,40.0,8.93,
2120,2021/05/26 14:30:02,23.29,40.0,8.94,
2121,2021/05/26 14:45:02,23.32,39.9,8.93,
2122,2021/05/26 15:00:02,23.30,40.1,8.98,
2123,2021/05/26 15:15:02,23.35,40.1,9.03,
2124,2021/05/26 15:30:02,23.30,40.1,8.98,
2125,2021/05/26 15:45:02,23.35,40.0,8.99,
2126,2021/05/26 16:00:02,23.36,40.0,9.00,
2127,2021/05/26 16:15:02,23.36,40.2,9.07,
2128,2021/05/26 16:30:02,23.33,40.0,8.97,
2129,2021/05/26 16:45:02,23.36,40.0,9.00,
2130,2021/05/26 17:00:02,23.37,40.3,9.12,
2131,2021/05/26 17:15:02,23.70,38.3,8.66,
2132,2021/05/26 17:30:02,23.08,39.9,8.71,
2133,2021/05/26 17:45:02,23.21,39.7,8.75,
2134,2021/05/26 18:00:02,23.12,40.2,8.86,
2135,2021/05/26 18:15:02,23.19,40.6,9.07,
2136,2021/05/26 18:30:02,23.37,40.0,9.01,
2137,2021/05/26 18:45:02,23.46,39.7,8.97,
2138,2021/05/26 19:00:02,23.47,39.5,8.91,
2139,2021/05/26 19:15:02,23.49,39.5,8.93,
2140,2021/05/26 19:30:02,23.47,39.4,8.87,
2141,2021/05/26 19:45:02,23.49,39.5,8.93,
2142,2021/05/26 20:00:02,23.46,39.5,8.90,
2143,2021/05/26 20:15:02,23.52,39.4,8.92,
2144,2021/05/26 20:30:02,23.45,39.4,8.85,
2145,2021/05/26 20:45:02,23.43,39.1,8.72,
2146,2021/05/26 21:00:02,23.37,39.3,8.74,
2147,2021/05/26 21:15:02,23.25,39.1,8.56,
2148,2021/05/26 21:30:02,23.21,39.7,8.75,
2149,2021/05/26 21:45:02,23.30,40.0,8.94,
2150,2021/05/26 22:00:02,23.30,40.3,9.05,
2151,2021/05/26 22:15:02,23.29,40.5,9.12,
2152,2021/05/26 22:30:02,23.28,40.6,9.15,
2153,2021/05/26 22:45:02,23.35,40.7,9.25,
2154,2021/05/26 23:00:02,23.39,40.6,9.25,
2155,2021/05/26 23:15:02,23.36,40.8,9.29,
2156,2021/05/26 23:30:02,23.19,40.9,9.18,
2157,2021/05/26 23:45:02,23.18,40.9,9.17,
2158,2021/05/27 00:00:02,23.40,40.4,9.18,
2159,2021/05/27 00:15:02,23.53,40.0,9.15,
2160,2021/05/27 00:30:02,23.33,40.3,9.08,
2161,2021/05/27 00:45:02,23.25,40.4,9.05,
2162,2021/05/27 01:00:02,23.19,40.4,8.99,
2163,2021/05/27 01:15:02,23.16,40.4,8.97,
2164,2021/05/27 01:30:02,23.12,40.5,8.97,
2165,2021/05/27 01:45:02,23.05,40.4,8.87,
2166,2021/05/27 02:00:02,23.04,40.3,8.82,
2167,2021/05/27 02:15:02,23.04,40.4,8.86,
2168,2021/05/27 02:30:02,23.11,40.7,9.03,
2169,2021/05/27 02:45:02,23.15,40.9,9.14,
2170,2021/05/27 03:00:02,23.11,40.9,9.10,
2171,2021/05/27 03:15:02,23.02,40.7,8.95,
2172,2021/05/27 03:30:02,23.02,40.9,9.02,
2173,2021/05/27 03:45:02,23.01,40.8,8.98,
2174,2021/05/27 04:00:02,22.98,40.7,8.91,
